None,/index.html
Code of Conduct,/coc/index.html
Caravan,/caravan/index.html
PyLadies 公式ページ,http://www.pyladies.com/
PyCon JP,https://www.pycon.jp/
Django Girls Tokyo,https://djangogirls.org/tokyo/
connpassページ,http://pyladies-tokyo.connpass.com/
Slack,https://slack.com/
Slackアカウント申請 – PyLadies Japan,http://bit.ly/1fqJkNu
PyLadies Kyoto,http://pyladies-kyoto.connpass.com/
Tweets by @PyLadiesTokyo,https://twitter.com/PyLadiesTokyo?ref_src=twsrc%5Etfw
